Protein1 Protein2 tmscore tmscore-CP
2cnxA 1mg2A 0.72867 0.79516
2cnxA 2gc4A 0.72648 0.79273
2cnxA 2bbkH 0.72285 0.79228
2cnxA 1eurA 0.66340 0.66340
2co0A 1jjuB 0.74645 0.79520
2co0A 1mg2A 0.73724 0.78475
2co0A 2gc4A 0.73501 0.79445
2co0A 2bbkH 0.73062 0.79410
2dg0A 1crzA 0.63575 0.66342
2dg0A 1gq1A 0.61016 0.57522
2dg0A 1gxrA 0.67001 0.67001
2dg0A 1vyhC 0.63718 0.63718
2dsoA 2aglA 0.57822 0.63222
2dsoA 1jjuB 0.57227 0.59464
2dsoA 2bbkH 0.56078 0.61876
2dsoA 2b5nA 0.60940 0.60940
2f24A 2mtaH 0.54892 0.59003
2f26A 1jmxB 0.54301 0.54474
2f28A 2mtaH 0.54731 0.56768
2fawA 1sntA 0.63734 0.63734
2fp8A 2h3xA 0.59428 0.63798
2fp8A 2g8sA 0.69683 0.69683
2fp8A 2hxcA 0.58960 0.63762
2fp8A 2aglA 0.58938 0.63910
2fp8A 1bpoA 0.60200 0.60200
2fp8A 1c9iA 0.59992 0.59992
2fp8A 1c9lA 0.59906 0.60491
2fp8A 2htyA 0.63461 0.68026
2fpbA 2mtaH 0.58724 0.60384
2fpbA 1mg2A 0.58664 0.61098
2fpbA 2bbkH 0.56603 0.60585
2fpbA 2h3xA 0.58710 0.58710
2fpbA 2gc4A 0.57978 0.60862
2fpbA 2aglA 0.58249 0.63135
2fpbA 2hxcA 0.58287 0.63162
2fpbA 1c9iA 0.60458 0.60458
2fpbA 1bpoA 0.60884 0.60884
2g8sA 2fpbA 0.62143 0.62143
2g8sA 1crzA 0.55088 0.59944
2g8sA 2ghsA 0.62809 0.62456
2g99A 1jjuB 0.74784 0.79832
2g99A 2mtaH 0.73165 0.79372
2g99A 1mg2A 0.73389 0.79807
2g99A 2g8sA 0.65427 0.65427
2g9aA 1jmxB 0.70428 0.73304
2g9aA 1jjuB 0.73157 0.79870
2g9aA 2mtaH 0.72017 0.76689
2g9aA 1eurA 0.65770 0.65770
2ghsA 2bf6A 0.71207 0.71856
2gnqA 1ofzA 0.63613 0.64281
2gnqA 2fpbA 0.63965 0.63965
2gvuA 1jjuB 0.56874 0.59337
2gvuA 2gc4A 0.58060 0.59435
2gvxA 1jjuB 0.57012 0.59346
2gvxA 1lrwA 0.60515 0.61408
2h13A 2mtaH 0.73865 0.79652
2h13A 2gc4A 0.74186 0.79951
2h2nA 1vyhC 0.50777 0.50777
2h2nA 2g99A 0.52978 0.54020
2h2uA 1sq9A 0.51227 0.58304
2h2uA 1st8A 0.61003 0.66570
2h2uA 1s4uX 0.53418 0.56907
2h3xA 1a0rB 0.63007 0.68989
2h3xA 2bf6A 0.56374 0.60771
2h68A 1jjuB 0.74819 0.79341
2h68A 2mtaH 0.73031 0.77631
2h68A 2gc4A 0.73125 0.78357
2h68A 1mdaH 0.73024 0.78319
2h9lA 1jjuB 0.71125 0.76349
2h9lA 2mtaH 0.69524 0.75148
2h9lA 2gc4A 0.69723 0.75079
2h9lA 1mg2A 0.69946 0.75106
2h9lA 2bbkH 0.69457 0.75006
2h9lA 2j04B 0.80241 0.80115
2h9mA 1ijqA 0.66649 0.66477
2htvA 2iarA 0.54414 0.54414
2htyA 2iaqA 0.54958 0.56239
2hxcA 1s4uX 0.65991 0.70539
2hxcA 1sntA 0.55891 0.60565
2hxcA 2f24A 0.56024 0.60735
2i3sA 1jjuB 0.67485 0.71822
2i3sA 1v0zA 0.59597 0.59400
2i3sA 1l7gA 0.58696 0.59381
2i3sA 1l7hA 0.58741 0.59404
2i3sA 2b8hA 0.58632 0.59313
2i3sA 2htvA 0.58665 0.58665
2i3sA 1nmaN 0.58732 0.59387
2i3sA 2aepA 0.59450 0.60107
2i3sA 5nn9A 0.58695 0.59472
2i3sA 1ncdN 0.58677 0.59461
2i3sA 1nccN 0.58832 0.59835
2i3sA 6nn9A 0.58760 0.59689
2i3sA 1ncaN 0.58801 0.59722
2i3sA 1nmbN 0.58899 0.57358
2i3sA 4nn9A 0.58760 0.59617
2i3sA 2batA 0.59518 0.59518
2i3sA 1vcjA 0.60316 0.61843
2i3sA 1a4gA 0.60174 0.62142
2i3tA 1ncdN 0.59049 0.58859
2i3tA 2b8hA 0.57888 0.58824
2iapA 1jjuB 0.56687 0.63114
2iapA 2g8sA 0.70350 0.72473
2iaqA 1jofA 0.65472 0.66884
2iaqA 2g8sA 0.70440 0.72326
2iaqA 1l7gA 0.65584 0.65584
2iarA 1jjuB 0.56606 0.59107
2iarA 1hzvA 0.60143 0.58507
2iarA 1b9sA 0.68816 0.69164
2iasA 1jjuB 0.56659 0.62924
2iasA 1jofA 0.65407 0.66795
2iatA 1jjuB 0.56812 0.59215
2iauA 1jjuB 0.56852 0.59246
2iauA 1jofA 0.65474 0.66919
2iavA 1jjuB 0.56726 0.62657
2iavA 2g8sA 0.70542 0.72477
2iavA 1jofA 0.65455 0.66851
2iawA 1jjuB 0.56804 0.59222
2iawA 2g8sA 0.70519 0.72434
2iaxA 1jjuB 0.56770 0.59197
2iaxA 2d0vA 0.61270 0.61270
2iaxA 1jofA 0.65509 0.66940
2mtaH 1kv9A 0.60830 0.62250
2mtaH 1q7fA 0.50555 0.50555
3silA 1gyeB 0.54476 0.54008
3silA 2g8sA 0.60526 0.60526
3silA 2hxcA 0.53466 0.53941
1ab0A 1k24A 0.61018 0.61018
1avdA 1swfA 0.55821 0.79373
1df8A 1swfA 0.69044 0.94075
1hqqA 1swfA 0.68349 0.92757
1hqqA 1qjpA 0.61708 0.61918
1i9hA 2c4iA 0.51774 0.83413
1kffA 1swfA 0.67751 0.91971
1kl4A 1swfA 0.67702 0.91920
1lcvA 1swfA 0.67559 0.92484
1lczA 2ervA 0.67126 0.67126
1mepA 1swfA 0.67945 0.92572
1mk5A 1swfA 0.67463 0.93251
1mm9A 1swfA 0.63334 0.86396
1moyA 1swfA 0.63864 0.87359
1n43A 1swfA 0.68390 0.93562
1n7yA 1swfA 0.71847 0.96824
1n9mA 1swfA 0.66652 0.91968
1n9mA 1qjpA 0.56710 0.65024
1nbxA 1swfA 0.67991 0.92147
1ndjA 1swfA 0.68445 0.93711
1nqmA 2c4iA 0.50405 0.84601
1ptsA 1swfA 0.66793 0.93920
1qjpA 2bc3A 0.56224 0.55721
1qjpA 1mk5A 0.52761 0.57674
1ravA 1swfA 0.55573 0.78967
1rstB 1swfA 0.66179 0.91362
1rstB 2ervA 0.62488 0.62488
1rxhA 1swfA 0.67408 0.93135
1rxjA 1swfA 0.70316 0.95454
1rxkA 1swfA 0.67936 0.92937
1rxkA 1qjpA 0.62407 0.62540
1sa8A 1r0uA 0.52642 0.61738
1strB 1swfA 0.66563 0.92266
1swfA 1stpA 0.69380 0.97397
1swfA 2bc3A 0.71764 0.97539
1swfA 1i9hA 0.70484 0.96491
1swfA 1lczA 0.70373 0.95768
1swfA 1nqmA 0.69172 0.94654
1swhA 1swfA 0.71341 0.96884
1swlA 1swfA 0.67806 0.92431
1swoA 1swfA 0.67718 0.91858
1swqA 1swfA 0.72051 0.96894
1swsA 1swfA 0.70678 0.95882
1swsA 1qjpA 0.59310 0.66730
1vyoA 1swfA 0.56631 0.80513
1wbiA 1swfA 0.56464 0.79613
1wbiA 1qjpA 0.63188 0.63188
1y52X 1swfA 0.57977 0.81771
2a5bA 1swfA 0.55674 0.78941
2a5bA 2g16B 0.39612 0.39612
2a5cA 1swfA 0.56115 0.79762
2a8gA 1swfA 0.56840 0.80849
2c4iA 1stpA 0.28615 0.43872
2c4iA 1ravA 0.31284 0.48434
2c4iA 2a5cA 0.31768 0.45814
2c4iA 2camA 0.31806 0.46103
2c4iA 1avdA 0.28968 0.49527
2c4iA 2a5bA 0.31595 0.47434
2c4iA 1wbiA 0.32727 0.47927
2c4iA 2bc3A 0.31562 0.41957
2c4iA 1moyA 0.30665 0.41831
2c4iA 1rstB 0.30113 0.42073
2c4iA 1mm9A 0.29734 0.41942
2c4iA 1strB 0.30366 0.42528
2camA 1swfA 0.55582 0.78919
2ervA 1g90A 0.64368 0.64368
2fhlA 1swfA 0.58004 0.81848
2frsA 1r0uA 0.49146 0.56025
2izbA 1swfA 0.63667 0.92594
1dslA 1npsA 0.76740 0.76740
1gamA 1npsA 0.76374 0.82257
1lknA 2araA 0.59186 0.71807
1npsA 1m8uA 0.75610 0.80834
1npsA 1a45A 0.72659 0.80133
1npsA 1ammA 0.74939 0.79911
1npsA 1elpA 0.75625 0.81633
1npsA 1h4aX 0.75992 0.81886
1npsA 1hk0X 0.76035 0.82332
1npsA 1a5dA 0.73743 0.79954
1npsA 2bv2A 0.77973 0.84247
1npsA 2g98A 0.75151 0.81649
1npsA 1i5iA 0.75597 0.79767
1npsA 1ha4A 0.76090 0.80470
1wktA 2dadA 0.56103 0.56103
1wktA 1i5iA 0.56282 0.62347
1wktA 2g98A 0.55347 0.59759
1wktA 2ilbA 0.45349 0.55693
2dadA 1npsA 0.70838 0.77064
1aboA 1tucA 0.57900 0.74788
1aeyA 1tucA 0.63901 0.82502
1arkA 1g2bA 0.58751 0.79826
1aw8B 2glwA 0.46558 0.49014
1awwA 1g2bA 0.54046 0.69827
1awwA 1tucA 0.50866 0.66015
1b07A 1tucA 0.58691 0.79186
1bk2A 1g2bA 0.71147 0.95604
1bk2A 1tucA 0.66937 0.85469
1bywA 1b34B 0.23142 0.34349
1e6gA 1g2bA 0.69243 0.92661
1e6gA 1tucA 0.64683 0.84100
1e6hA 1g2bA 0.66757 0.89985
1e6hA 1tucA 0.63364 0.82315
1e7oA 1g2bA 0.66465 0.86833
1e7oA 1tucA 0.62980 0.81062
1fynA 1g2bA 0.60714 0.78801
1fynA 1tucA 0.56551 0.72400
1g2bA 1aeyA 0.63465 0.84502
1g2bA 1qkwA 0.65335 0.87928
1g2bA 1qkxA 0.65924 0.88966
1g2bA 1hd3A 0.66216 0.89570
1g2bA 2f2xA 0.64750 0.86710
1g2bA 2f2wA 0.64155 0.86965
1g2bA 1uueA 0.66088 0.89685
1g2bA 1h8kA 0.62341 0.84121
1g2bA 1azgB 0.57238 0.76973
1g2bA 1a0nB 0.55758 0.74660
1g2bA 4hckA 0.57679 0.77162
1g2bA 1ckaA 0.58541 0.77679
1g2bA 1efnA 0.55657 0.73804
1g2bA 1b07A 0.60772 0.81028
1g2bA 1prlC 0.49167 0.66960
1g2bA 1nloC 0.57956 0.77339
1g2bA 1avzC 0.56615 0.75705
1g2bA 1m3aA 0.52320 0.70261
1g2bA 1w1fA 0.56271 0.74595
1g2bA 1gbqA 0.58987 0.79289
1g2bA 1bu1A 0.59837 0.81186
1g2bA 2dbmA 0.55089 0.75688
1g2bA 1zlmA 0.62801 0.82420
1g2bA 1uj0A 0.63060 0.81309
1g2bA 2gncA 0.59378 0.78309
1g2bA 1nm7A 0.50554 0.71624
1g2bA 1azeA 0.54889 0.73160
1g2bA 1ootA 0.59714 0.80766
1g2bA 2ew3A 0.55072 0.75990
1g2bA 1h3hA 0.54404 0.73583
1g2bA 1oebA 0.60580 0.80199
1g2bA 1ywoA 0.58238 0.76816
1g2bA 2dl8A 0.58522 0.80954
1g2bA 2bz8A 0.56603 0.78676
1g2bA 1wxbA 0.60691 0.81349
1g2bA 1kikA 0.57360 0.75034
1g2bA 2djqA 0.54651 0.75350
1g2bA 2dnuA 0.59390 0.79641
1g2bA 2feiA 0.55163 0.74751
1g2bA 2iimA 0.61859 0.81300
1g2bA 1w6xA 0.58264 0.80789
1g2bA 2df6A 0.57789 0.76665
1g2bA 2dl3A 0.57847 0.81728
1g2bA 1u5sA 0.53757 0.74883
1g2bA 2a37A 0.57355 0.77331
1g2bA 1wi7A 0.55516 0.75415
1g2bA 2ct4A 0.58607 0.80109
1g2bA 1jo8A 0.57653 0.78253
1g2bA 2cucA 0.58932 0.78874
1g2bA 1awoA 0.48627 0.65994
1g2bA 1ju5C 0.55882 0.74475
1g2bA 1bbzA 0.55804 0.74375
1g2bA 1aboA 0.56886 0.76848
1g2bA 2a36A 0.57182 0.75533
1g2bA 1yp5A 0.55236 0.74155
1g2bA 1bbzE 0.55467 0.74323
1g2bA 2a28A 0.57845 0.74215
1g2bA 2dmoA 0.51074 0.69921
1g5vA 1hzaA 0.48679 0.62670
1g5vA 1i5fA 0.48532 0.62722
1g5vA 1c9oA 0.48373 0.62796
1g5vA 1hzcA 0.48728 0.62816
1g5vA 1mjcA 0.52200 0.66633
1g5vA 1hz9A 0.48351 0.62861
1g5vA 1hzbA 0.48697 0.63171
1g5vA 1cspA 0.48515 0.62415
1g9oA 2hgaA 0.49637 0.66329
1gcqA 1g2bA 0.70152 0.90460
1gcqA 1k2bA 0.31712 0.31712
1gfcA 1g2bA 0.60593 0.80191
1gfcA 1tucA 0.57420 0.75992
1gl5A 1g2bA 0.51734 0.69108
1gl5A 1tucA 0.49645 0.64098
1gm1A 2hgaA 0.48617 0.62033
1gq4A 2hgaA 0.48136 0.65686
1gq5A 2hgaA 0.48959 0.65507
1h3hA 1tucA 0.60823 0.73493
1h92A 1g2bA 0.57352 0.75548
1hd3A 1tucA 0.65209 0.83906
1ihjA 2hgaA 0.49053 0.64251
1ju5C 1tucA 0.54665 0.71361
1k4uS 1g2bA 0.55568 0.73754
1k4uS 1tucA 0.56348 0.70949
1k76A 1tucA 0.57088 0.75082
1k76A 1g2bA 0.60358 0.80292
1kq1A 1c4qA 0.37714 0.59301
1l6oA 2hgaA 0.47987 0.63793
1m27C 1g2bA 0.60931 0.79277
1m27C 1tucA 0.56981 0.72710
1m30A 1g2bA 0.53778 0.72382
1m3bA 1g2bA 0.53768 0.70876
1m3cA 1g2bA 0.54785 0.74861
1m3cA 1tucA 0.55381 0.74835
1mfgA 2hgaA 0.49056 0.64448
1mhnA 1hzaA 0.47498 0.62648
1mhnA 1hzbA 0.47934 0.63468
1mhnA 1c9oA 0.47220 0.62546
1mhnA 1hzcA 0.47440 0.62644
1mhnA 1i5fA 0.47281 0.62594
1mhnA 1hz9A 0.47100 0.62545
1mhnA 2bh8A 0.39946 0.54299
1mhnA 1mjcA 0.49959 0.66172
1n7tA 2hgaA 0.45613 0.59619
1o9yA 1vc3B 0.23458 0.36653
1o9yA 1pyuB 0.25812 0.36908
1o9yA 1uhdA 0.28217 0.37377
1o9yA 1uheA 0.26590 0.37132
1o9yA 1aw8B 0.22974 0.36796
1oebA 1tucA 0.62598 0.79308
1ootA 1tucA 0.58988 0.76591
1ox8A 2chbD 0.29383 0.32260
1pt0A 1o9yA 0.20852 0.27557
1pwtA 1g2bA 0.69123 0.92107
1pwtA 1tucA 0.62693 0.81619
1q3oA 2hgaA 0.44528 0.59749
1qkwA 1tucA 0.66027 0.84511
1qkxA 1tucA 0.65218 0.83754
1qlyA 1g2bA 0.53861 0.67651
1rzxA 2hgaA 0.46065 0.60043
1s1nA 1tucA 0.53913 0.70218
1semA 1tucA 0.61627 0.82333
1semA 1g2bA 0.65764 0.87301
1shfA 1g2bA 0.59545 0.78310
1shfA 1tucA 0.55427 0.71816
1tucA 1g2bA 0.44384 0.83191
1tucA 2f2xA 0.61758 0.78741
1tucA 2f2wA 0.61870 0.78726
1tucA 1uueA 0.63577 0.81381
1tucA 1h8kA 0.62520 0.80672
1tucA 2dl4A 0.57678 0.75448
1tucA 1azgB 0.56046 0.72402
1tucA 1a0nB 0.54274 0.70883
1tucA 1uhfA 0.53702 0.71729
1tucA 1gbqA 0.57480 0.72959
1tucA 2dbmA 0.54831 0.72195
1tucA 2dlmA 0.53224 0.68982
1tucA 1azeA 0.53303 0.68692
1tucA 1qlyA 0.47493 0.62264
1tucA 2da9A 0.59802 0.77452
1tucA 2ew3A 0.55020 0.71411
1tucA 1efnA 0.54282 0.70415
1tucA 1ujyA 0.51596 0.67195
1tucA 2dl8A 0.58526 0.75935
1tucA 2gncA 0.56744 0.73413
1tucA 1prlC 0.53492 0.67099
1tucA 1nloC 0.57092 0.71469
1tucA 1avzC 0.55038 0.70694
1tucA 1m30A 0.55573 0.70067
1tucA 1ckaA 0.55324 0.73738
1tucA 1gcqA 0.58516 0.76418
1tucA 2b86A 0.54093 0.67798
1tucA 1m3bA 0.53202 0.66649
1tucA 1m3aA 0.55290 0.69149
1tucA 2d8jA 0.57911 0.73896
1tucA 2djqA 0.55654 0.72692
1tucA 2feiA 0.55582 0.70408
1tucA 2dl3A 0.61307 0.76822
1tucA 1w6xA 0.57570 0.74452
1tucA 2a37A 0.59565 0.75496
1tucA 2dnuA 0.58548 0.75688
1tucA 1awoA 0.50651 0.60741
1tucA 1bbzA 0.53733 0.69315
1tucA 1yp5A 0.53668 0.70070
1tucA 1bbzE 0.53581 0.68833
1tucA 2a4yA 0.54735 0.71979
1tucA 1x2qA 0.55232 0.74014
1tucA 1x43A 0.56424 0.73271
1tucA 2cudA 0.51342 0.68976
1txyA 1gnmA 0.32482 0.29895
1txyA 1hivA 0.32628 0.23280
1txyA 1gnnA 0.31546 0.29500
1txyA 1lzqA 0.31545 0.30257
1uhcA 1g2bA 0.47784 0.62549
1uhfA 1g2bA 0.51386 0.68361
1uj0A 1tucA 0.59533 0.77600
1utiA 1tucA 0.67456 0.85566
1utiA 1g2bA 0.67384 0.90961
1v62A 2hgaA 0.39294 0.50417
1vc3B 1yelA 0.36419 0.40464
1vj6A 2hgaA 0.46473 0.62471
1w1fA 1tucA 0.51271 0.68033
1wi7A 1wtpA 0.41773 0.41773
1wxtA 1g2bA 0.55771 0.73182
1wyxA 1g2bA 0.54330 0.73878
1wyxA 1tucA 0.57158 0.72493
1x2kA 1g2bA 0.55579 0.72739
1x2kA 1tucA 0.51392 0.66524
1x2pA 1g2bA 0.53974 0.68651
1x2pA 1tucA 0.51782 0.66570
1x8sA 2hgaA 0.45951 0.59154
1xe1A 2nwaA 0.43646 0.51889
1y0mA 1g2bA 0.61307 0.83884
1y0mA 1tucA 0.56727 0.76375
1ynzA 1tucA 0.60863 0.78569
1ynzA 1g2bA 0.63789 0.84147
1z9zA 1g2bA 0.65425 0.85229
1zlmA 1tucA 0.59240 0.77324
1zm0A 1qwdA 0.44767 0.46389
1zsgA 1g2bA 0.51020 0.68143
1zsgA 1tucA 0.53393 0.68998
1zszA 2chbD 0.30123 0.37518
1zszA 3chbD 0.30000 0.37259
2a08A 1tucA 0.58335 0.77447
2a08A 1g2bA 0.63450 0.84739
2a28A 2o4lA 0.34034 0.36957
2a28A 2nphA 0.34550 0.34550
2a28A 1mtbA 0.33516 0.41200
2a28A 2fgvA 0.32950 0.41231
2a28A 1kzkA 0.33789 0.33789
2ak5A 1g2bA 0.62768 0.83625
2ak5A 1tucA 0.61762 0.80003
2ak5A 1dw6C 0.33015 0.36319
2ak5A 1fgcC 0.32606 0.32606
2ak5A 2nphA 0.32979 0.33594
2ak5A 1d4kA 0.30567 0.39924
2ak5A 1mtbA 0.32763 0.31430
2ak5A 2g69A 0.32786 0.32786
2ak5A 1bdqA 0.33501 0.34274
2ak5A 2fleA 0.32696 0.32696
2ak5A 1axaA 0.33128 0.33128
2ak5A 1aidA 0.33795 0.33493
2aneA 1xe1A 0.37796 0.37796
2awuA 2hgaA 0.49022 0.64944
2awwA 2hgaA 0.51875 0.68272
2awxA 2hgaA 0.50166 0.66709
2b86A 1g2bA 0.55324 0.72431
2bygA 2hgaA 0.48893 0.64440
2bz8A 1tucA 0.60110 0.77372
2creA 1tucA 0.51025 0.65890
2creA 1g2bA 0.51034 0.70446
2d0nA 1tucA 0.66586 0.84845
2d0nA 1g2bA 0.64892 0.86821
2d1xA 1tucA 0.58349 0.76775
2d1xA 1g2bA 0.63113 0.83822
2d8jA 1g2bA 0.49894 0.66705
2d92A 2hgaA 0.42425 0.56450
2d9rA 1odxA 0.47673 0.57377
2d9rA 2fddA 0.46758 0.55858
2da9A 1g2bA 0.53042 0.72534
2dbmA 1wtpA 0.42567 0.42567
2df6A 1tucA 0.54783 0.72088
2digA 1hzaA 0.39680 0.50555
2digA 1i5fA 0.39092 0.50561
2dl4A 1g2bA 0.54244 0.72775
2dl7A 1tucA 0.49431 0.63817
2dl7A 1g2bA 0.49429 0.66398
2dlmA 1g2bA 0.51631 0.68984
2dm8A 2hgaA 0.41310 0.53127
2eswA 1g2bA 0.61461 0.81338
2eswA 1tucA 0.57596 0.75675
2f0aA 2hgaA 0.48294 0.61465
2f2vA 1g2bA 0.65109 0.86980
2f2vA 1tucA 0.60565 0.78792
2fe5A 2hgaA 0.50507 0.65632
2fneA 2hgaA 0.48095 0.64047
2fryA 1g2bA 0.47159 0.66952
2glwA 1pyuB 0.46051 0.48362
2glwA 1uheA 0.45643 0.47718
2gncA 1dw6C 0.32764 0.32764
2gncA 2az9A 0.36936 0.36936
2gncA 1ajvA 0.35904 0.35904
2gncA 1fgcC 0.32236 0.32236
2gncA 1k2bA 0.31694 0.31694
2h2bA 2hgaA 0.44912 0.60435
2h2cA 2hgaA 0.44156 0.59397
2h3mA 2hgaA 0.48852 0.64905
2he4A 2hgaA 0.48332 0.66726
2hgaA 1wifA 0.45782 0.59886
2hgaA 1uhpA 0.45459 0.58863
2hgaA 2d90A 0.45409 0.59451
2hvyB 1d3bA 0.36601 0.36933
2i6vA 1u37A 0.53131 0.62633
2i6vA 1pdrA 0.55830 0.65377
2i6vA 1qavA 0.54603 0.63969
2iimA 1tucA 0.55258 0.74470
2iwoA 2hgaA 0.48913 0.63306
2iwqA 2hgaA 0.49821 0.65029
2j05A 1mjcA 0.43144 0.54542
2j6fA 1tucA 0.60726 0.77879
2j6fA 1g2bA 0.59177 0.81722
2j6fA 1dw6C 0.33408 0.33408
2j6fA 1fgcC 0.36395 0.36395
2j6fA 2fgvA 0.37118 0.37118
2j6fA 2g69A 0.34369 0.34369
2j6fA 1mtbA 0.37400 0.37400
2j6fA 1fg6C 0.33572 0.35876
2j6fA 1dazC 0.38484 0.38484
2j6fA 2azcA 0.36796 0.36796
2j6fA 1k6cA 0.34337 0.34337
2j6fA 1hefE 0.37650 0.37650
2ocsA 2hgaA 0.51661 0.67289
2semA 1tucA 0.62650 0.82826
2semA 1g2bA 0.66088 0.87124
1dqgA 2f2fA 0.74009 0.77891
1hibA 1n4kA 0.68793 0.68793
1i1bA 1n4kA 0.68216 0.68216
1sr4A 1fwuA 0.60200 0.63655
1sr4A 1dqgA 0.60262 0.63806
1t4qA 1n4kA 0.67123 0.73077
1tweA 1n4kA 0.67498 0.73726
21biA 1n4kA 0.68423 0.68423
31biA 1n4kA 0.68184 0.75230
41biA 1n4kA 0.68279 0.68279
1bh4A 1kalA 0.26888 0.42543
1ce3A 1tihA 0.38160 0.54980
1ce3A 4sgbI 0.41248 0.60240
1df6A 1r1fA 0.43749 0.51687
1jjzA 1kalA 0.45329 0.59087
1jjzA 1n1uA 0.54839 0.60015
1jjzA 2b38A 0.46435 0.48981
1jjzA 1bh4A 0.36927 0.42881
1kalA 1n1uA 0.37316 0.51376
1kalA 1orxA 0.54136 0.68416
1kalA 2b38A 0.37051 0.52134
1kalA 1yp8A 0.41403 0.50486
1kalA 2eriA 0.40413 0.55390
1nb1A 1kalA 0.48348 0.70548
1nb1A 1jjzA 0.60313 0.67127
1pt4A 1kalA 0.44031 0.67804
1pt4A 1jjzA 0.63089 0.74854
1spwA 1pftA 0.42537 0.43291
1ytpA 1ce3A 0.42358 0.63652
2b38A 2gj0A 0.48059 0.55374
2eriA 1jjzA 0.46940 0.51597
2f2iA 1kalA 0.37560 0.57193
2f2iA 1jjzA 0.47617 0.53466
2f2jA 1kalA 0.39799 0.56335
2f2jA 1jjzA 0.50380 0.62911
2fqaA 1kalA 0.20801 0.20801
2gj0A 1kalA 0.38359 0.49739
2darA 1j2oA 0.49954 0.57655
2darA 2dfyX 0.62510 0.72529
1a50A 1jclA 0.58352 0.66205
1a50A 1ktnA 0.58111 0.65787
1a50A 1jcjA 0.58407 0.66253
1a50A 1o66A 0.59400 0.59400
1a50A 1i2rA 0.57574 0.57574
1a50A 2fmnA 0.61967 0.62521
1a50A 1f05A 0.57669 0.57669
1a5cA 2fmnA 0.47784 0.53618
1ad1A 1bf6A 0.56987 0.63727
1ad1A 1xwyA 0.53944 0.60901
1ad1A 1a4lA 0.56636 0.63513
1ad1A 2gzxA 0.49667 0.59709
1ad1A 1zgdA 0.58021 0.60842
1ad1A 1vcvA 0.54632 0.54632
1ad1A 1sytA 0.62784 0.62784
1ad1A 1zzmA 0.52956 0.61364
1ad1A 1fkxA 0.53622 0.63371
1ad1A 1uioA 0.56752 0.63588
1ad1A 1owqA 0.62570 0.62570
1ad1A 1fkwA 0.56614 0.63506
1ad1A 1ljyA 0.62822 0.62822
1ad1A 1qwkA 0.58022 0.56838
1ad1A 1w1iE 0.54139 0.63612
1ad1A 2bgnE 0.53832 0.63377
1ad1A 1el3A 0.58015 0.58015
1ad1A 1i2rA 0.54227 0.54227
1aw1A 1ct5A 0.51829 0.56082
1aw1A 1hizA 0.58975 0.67556
1aw1A 1l6wA 0.55332 0.56465
1aw1A 1d3gA 0.62590 0.62590
1aw1A 1ta3B 0.62495 0.64838
1aw1A 1b54A 0.54238 0.58119
1aw1A 2bnjA 0.61754 0.68431
1aw1A 1f9cA 0.53536 0.54292
1b54A 1wnoA 0.57811 0.55819
1b54A 1ojxA 0.54602 0.61625
1b57A 2cwnA 0.49781 0.49781
1b57A 1i2nA 0.49444 0.49444
1b5tA 1ptaA 0.59899 0.59899
1b5tA 1r9xA 0.59623 0.66067
1b5tA 1r9yA 0.59621 0.66043
1b5tA 2dw6A 0.57778 0.57778
1b5tA 1k6wA 0.59619 0.65773
1b5tA 1r9zA 0.59587 0.66046
1b5tA 2h9aA 0.57782 0.58330
1b5tA 1qrqA 0.64721 0.64721
1b5tA 1tv7A 0.52496 0.54626
1b5tA 1hw6A 0.56728 0.56728
1b5tA 1bf6A 0.59489 0.59489
1b5tA 2hs8A 0.63086 0.68027
1b9bA 1vpxA 0.54983 0.54983
1brlA 1to3A 0.46988 0.52414
1brlA 1o60A 0.46634 0.42664
1brlA 1uumA 0.51024 0.54452
1brlA 1twsA 0.48773 0.52796
1brlB 2d1zA 0.49301 0.61288
1brlB 1jclA 0.50614 0.54128
1brlB 1ta3B 0.49274 0.57780
1ct5A 1d3gA 0.63089 0.63089
1ct5A 1wx0A 0.56515 0.57461
1ct5A 1y65A 0.58561 0.58561
1ct5A 1hl2A 0.57585 0.63845
1ct5A 2gjlA 0.55392 0.60486
1ct5A 1oyaA 0.63223 0.65553
1ct5A 2hmcA 0.57136 0.65923
1ct5A 1j2wA 0.56164 0.60957
1dbtA 1f6yA 0.64476 0.68191
1dbtA 2h9aA 0.63966 0.60394
1dbtA 2ftpA 0.65461 0.65461
1dkwA 1vpxA 0.57294 0.57294
1dkwA 1l6wA 0.58158 0.60862
1dl3A 1vpxA 0.68534 0.69185
1dl3A 1xbyA 0.77886 0.77886
1dl3A 1ucwA 0.68252 0.67671
1dl3A 1v77A 0.56410 0.58190
1dl3A 1fkxA 0.66164 0.69970
1dl3A 1uipA 0.66432 0.67207
1dl3A 2adaA 0.66172 0.66595
1dosA 1i2oA 0.48161 0.48161
1dosA 1onrA 0.48139 0.48139
1dosA 1i2pA 0.48136 0.48136
1dosA 1i2qA 0.48226 0.48226
1dosA 1i2rA 0.48255 0.48255
1dosA 2cwnA 0.48239 0.48239
1dosA 1i2nA 0.48226 0.48226
1dxeA 1g4eA 0.59963 0.59963
1dxeA 1vlwA 0.59651 0.59651
1dxeA 1wa3A 0.59394 0.59394
1dxeA 1i2qA 0.57947 0.57947
1dxeA 1i2rA 0.57952 0.57952
1e0vA 1vhcA 0.48352 0.48352
1e0wA 1vhcA 0.48056 0.51271
1eixA 1nvmA 0.68752 0.68001
